,color,date,link,moves,my_elo,opponent_country,opponent_elo,opponent_name,result,speed
792,white,"Mar 10, 2019",https://www.chess.com/analysis/game/live/3523694909,11,1099,United Kingdom,1092,Greenybot,win,5 min
793,black,"Mar 10, 2019",https://www.chess.com/analysis/game/live/3523441589,31,1091,Belgium,1054,Freddybuysse,win,5 min
794,black,"Mar 9, 2019",https://www.chess.com/analysis/game/live/3520619299,26,1084,Russia,1070,bero93,win,5 min
795,white,"Mar 8, 2019",https://www.chess.com/analysis/game/live/3518297632,21,1076,United States,1183,mike9876,loss,5 min
796,white,"Mar 8, 2019",https://www.chess.com/analysis/game/live/3517815030,50,1082,Croatia,1135,vekinho,win,5 min
797,black,"Mar 7, 2019",https://www.chess.com/analysis/game/live/3515754787,19,1072,Russia,1050,UmkaWhite,win,5 min
798,white,"Mar 6, 2019",https://www.chess.com/analysis/game/live/3514117968,38,1064,United States,1022,cloverx,win,5 min
799,black,"Mar 6, 2019",https://www.chess.com/analysis/game/live/3514084945,38,1057,Canada,1113,bobwilson1948,loss,5 min
800,white,"Mar 6, 2019",https://www.chess.com/analysis/game/live/3514055511,37,1064,Peru,1038,OsccoSergio,loss,5 min
801,black,"Mar 6, 2019",https://www.chess.com/analysis/game/live/3512757014,28,1073,Thailand,1022,Taetchinn,win,5 min
802,white,"Mar 5, 2019",https://www.chess.com/analysis/game/live/3510040268,31,1066,Portugal,1097,araujo1,win,5 min
803,black,"Mar 5, 2019",https://www.chess.com/analysis/game/live/3509750157,55,1057,United States,1067,haint,loss,5 min
804,white,"Mar 4, 2019",https://www.chess.com/analysis/game/live/3508856397,16,1065,Scotland,1111,JayCanning,win,5 min
805,black,"Mar 4, 2019",https://www.chess.com/analysis/game/live/3508794685,63,1056,Mexico,1033,ultramangarcia,win,5 min
806,black,"Mar 4, 2019",https://www.chess.com/analysis/game/live/3508793345,5,1048,Brazil,1098,Williha,loss,5 min
807,black,"Mar 4, 2019",https://www.chess.com/analysis/game/live/3507768999,19,1055,India,993,randeepbanger,loss,5 min
808,white,"Mar 3, 2019",https://www.chess.com/analysis/game/live/3505428240,67,1065,United States,1147,razpough,loss,5 min
809,white,"Mar 3, 2019",https://www.chess.com/analysis/game/live/3504928617,60,1071,United States,1120,Alienskivichovshvili,draw,5 min
810,white,"Mar 3, 2019",https://www.chess.com/analysis/game/live/3504452096,32,1070,Slovenia,1211,posadka,loss,5 min
811,white,"Mar 3, 2019",https://www.chess.com/analysis/game/live/3504432380,6,1075,Lebanon,1039,Mostafa-1,win,5 min
812,black,"Mar 3, 2019",https://www.chess.com/analysis/game/live/3504411239,17,1068,Canada,1041,MichelRondeau,win,5 min
813,black,"Mar 3, 2019",https://www.chess.com/analysis/game/live/3504392970,21,1060,United States,1129,AllenGent,win,5 min
814,white,"Mar 3, 2019",https://www.chess.com/analysis/game/live/3504375795,19,1050,Israel,1026,zumbagata,loss,5 min
815,white,"Mar 2, 2019",https://www.chess.com/analysis/game/live/3502792802,51,1059,Colombia,1063,A_J_R_R,win,5 min
816,black,"Mar 2, 2019",https://www.chess.com/analysis/game/live/3502572516,33,1051,Portugal,964,KyleDances,win,5 min
817,white,"Mar 2, 2019",https://www.chess.com/analysis/game/live/3502158112,17,1045,India,1009,sathyajeevahan,win,5 min
818,black,"Mar 2, 2019",https://www.chess.com/analysis/game/live/3501898234,48,1037,Canada,1166,FriedTaco,loss,5 min
819,black,"Mar 2, 2019",https://www.chess.com/analysis/game/live/3501825039,31,1042,Netherlands,1006,conscientiacosmetics,win,5 min
820,white,"Mar 2, 2019",https://www.chess.com/analysis/game/live/3501662248,56,1034,Russia,1037,V_a_d,loss,5 min
821,white,"Mar 2, 2019",https://www.chess.com/analysis/game/live/3501628715,35,1042,Morocco,939,tatankas,win,5 min
822,white,"Mar 2, 2019",https://www.chess.com/analysis/game/live/3501594849,34,1036,Germany,1102,WernerMarks,win,5 min
823,black,"Mar 2, 2019",https://www.chess.com/analysis/game/live/3501543585,39,1026,United States,965,DiamondBlack1,win,5 min
824,black,"Mar 1, 2019",https://www.chess.com/analysis/game/live/3499591762,54,1019,United States,1102,Onesmartguy8,loss,5 min
825,white,"Mar 1, 2019",https://www.chess.com/analysis/game/live/3499252752,64,1025,United States,1044,RDRLH,loss,5 min
826,black,"Mar 1, 2019",https://www.chess.com/analysis/game/live/3499245969,42,982,India,1088,shyam_thakur14,loss,1 min
827,black,"Feb 28, 2019",https://www.chess.com/analysis/game/live/3498126108,34,996,Luxembourg,1016,joemaverick,loss,1 min
828,white,"Feb 28, 2019",https://www.chess.com/analysis/game/live/3498061881,17,1016,Colombia,1051,eltorre36,loss,1 min
829,white,"Feb 28, 2019",https://www.chess.com/analysis/game/live/3497276396,21,1036,Philippines,1000,chingringo,win,1 min
830,black,"Feb 28, 2019",https://www.chess.com/analysis/game/live/3497258449,20,1033,United States,988,CJDNJ,win,5 min
831,white,"Feb 28, 2019",https://www.chess.com/analysis/game/live/3496904346,29,1026,United States,985,Masjr,win,5 min
832,black,"Feb 28, 2019",https://www.chess.com/analysis/game/live/3496241864,23,1019,Italy,1057,davidna,loss,5 min
833,white,"Feb 27, 2019",https://www.chess.com/analysis/game/live/3495146949,27,1026,United States,1019,Shufassa,win,5 min
834,white,"Feb 27, 2019",https://www.chess.com/analysis/game/live/3495011131,66,1018,United States,994,jOSH167,draw,5 min
835,black,"Feb 27, 2019",https://www.chess.com/analysis/game/live/3494511583,33,1019,Italy,970,Leone198,win,5 min
836,white,"Feb 27, 2019",https://www.chess.com/analysis/game/live/3494021971,20,1012,Turkey,1031,strkllr,win,5 min
837,black,"Feb 27, 2019",https://www.chess.com/analysis/game/live/3493762703,42,1003,United States,987,Nonestop1stop,win,5 min
838,black,"Feb 26, 2019",https://www.chess.com/analysis/game/live/3492810279,38,995,United States,1061,fafafooie,loss,5 min
839,black,"Feb 26, 2019",https://www.chess.com/analysis/game/live/3492754843,62,1002,Russia,962,pustuev,loss,5 min
840,white,"Feb 26, 2019",https://www.chess.com/analysis/game/live/3492746702,34,1011,Germany,1046,hmccawley,loss,5 min
841,white,"Feb 26, 2019",https://www.chess.com/analysis/game/live/3491708313,54,1019,Spain,950,PepeRedondo,win,5 min
842,black,"Feb 26, 2019",https://www.chess.com/analysis/game/live/3491151330,40,1012,Spain,1074,emimedina1,loss,5 min
843,white,"Feb 25, 2019",https://www.chess.com/analysis/game/live/3490086572,46,1019,Russia,967,michel8888,win,5 min
844,black,"Feb 25, 2019",https://www.chess.com/analysis/game/live/3490035681,44,1012,United States,1081,howardmw,loss,5 min
845,white,"Feb 25, 2019",https://www.chess.com/analysis/game/live/3488372578,29,1019,India,983,suresh2185,win,5 min
846,black,"Feb 24, 2019",https://www.chess.com/analysis/game/live/3487164695,36,1015,Mexico,1055,RocioN,win,1 min
847,white,"Feb 24, 2019",https://www.chess.com/analysis/game/live/3487159599,47,988,United Kingdom,1012,DyfCo,loss,1 min
848,black,"Feb 24, 2019",https://www.chess.com/analysis/game/live/3487024264,30,1012,Iran,1013,MehdiMosavi1984,loss,5 min
849,white,"Feb 24, 2019",https://www.chess.com/analysis/game/live/3485855791,67,1020,United Kingdom,1052,lesage7,loss,5 min
850,black,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3484081998,17,1028,United States,1036,PeculiarMann,win,5 min
851,white,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3483519849,54,1019,United States,1022,Batiatus4,win,5 min
852,black,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3483186263,25,1010,Turkey,1034,asker5151,win,5 min
853,white,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3483168109,23,1001,Russia,976,Dimansith89,win,5 min
854,black,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3483156020,25,1013,India,1084,akkii25,loss,1 min
855,black,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3483143744,28,1036,International,1080,yulbrynner,loss,1 min
856,black,"Feb 23, 2019",https://www.chess.com/live/game/3483142682?username=eono619,4,1063,Georgia,967,tamazichikhladze,loss,1 min
857,white,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3483128533,19,1104,Norway,1180,elochr,loss,1 min
858,white,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3483118929,39,1133,Egypt,1089,ahmed66,win,1 min
859,black,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3483113168,28,1098,Germany,1043,mtux,win,1 min
860,white,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3483106730,33,1060,Greece,1047,albanoalbanito,win,1 min
861,white,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3483100250,44,1010,United States,1048,ChessPraline,loss,1 min
862,white,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3483093577,48,1065,Italy,1164,MassimoMalfassi,loss,1 min
863,white,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3483085183,30,1118,Australia,1202,JonathonBryan,loss,1 min
864,black,"Feb 23, 2019",https://www.chess.com/analysis/game/live/3483070351,42,1187,Austria,1249,jetztaber,loss,1 min
865,white,"Feb 22, 2019",https://www.chess.com/analysis/game/live/3480828263,39,993,United States,809,vigi223,win,5 min
866,black,"Feb 22, 2019",https://www.chess.com/analysis/game/live/3480509882,36,989,India,985,spr1271,loss,5 min
867,black,"Feb 22, 2019",https://www.chess.com/analysis/game/live/3480199975,28,997,United States,956,bubbleblower13,win,5 min
868,black,"Feb 22, 2019",https://www.chess.com/analysis/game/live/3480028733,25,990,United States,902,Chadford,win,5 min
869,black,"Feb 21, 2019",https://www.chess.com/analysis/game/live/3478909889,30,984,United States,902,cjmaimone,win,5 min
870,white,"Feb 21, 2019",https://www.chess.com/analysis/game/live/3478898745,31,978,United States,908,cjmaimone,win,5 min
871,white,"Feb 21, 2019",https://www.chess.com/analysis/game/live/3478433067,45,971,Spain,847,Neveragain13425,win,5 min
872,black,"Feb 20, 2019",https://www.chess.com/analysis/game/live/3476765012,48,965,United States,918,insidemagic,win,5 min
873,white,"Feb 20, 2019",https://www.chess.com/analysis/game/live/3476743720,29,958,Russia,1038,idemocigani,loss,5 min
874,white,"Feb 20, 2019",https://www.chess.com/analysis/game/live/3476601591,7,964,Mexico,1005,juanmbd,loss,5 min
875,white,"Feb 20, 2019",https://www.chess.com/analysis/game/live/3476553524,58,971,Mexico,837,confimus,win,5 min
876,black,"Feb 20, 2019",https://www.chess.com/analysis/game/live/3476501157,23,966,United States,972,tiggyD,loss,5 min
877,black,"Feb 20, 2019",https://www.chess.com/live/game/3476474671?username=eono619,1,974,Italy,938,iwillbeatyouboy,win,5 min
878,black,"Feb 20, 2019",https://www.chess.com/analysis/game/live/3476365468,31,966,United States,879,MrChristianHunter,win,5 min
879,white,"Feb 20, 2019",https://www.chess.com/analysis/game/live/3475652833,25,960,United States,904,rpaletsky98,win,5 min
880,black,"Feb 20, 2019",https://www.chess.com/analysis/game/live/3475133044,9,953,France,977,Dkart108,win,5 min
881,white,"Feb 20, 2019",https://www.chess.com/analysis/game/live/3474934298,51,944,South Africa,952,MJMayaya,loss,5 min
882,white,"Feb 19, 2019",https://www.chess.com/analysis/game/live/3474055350,53,952,United States,920,Mr_Mansion,loss,5 min
883,black,"Feb 19, 2019",https://www.chess.com/live/game/3474049082?username=eono619,1,961,China,925,ogolis,win,5 min
884,white,"Feb 19, 2019",https://www.chess.com/analysis/game/live/3474035180,44,953,United States,937,cheerio_killer,win,5 min
885,white,"Feb 19, 2019",https://www.chess.com/analysis/game/live/3474021412,66,945,Canada,960,houston13906,win,5 min
886,white,"Feb 19, 2019",https://www.chess.com/analysis/game/live/3473999397,68,936,India,973,NoonecanBeatMeDevil,loss,5 min
887,black,"Feb 18, 2019",https://www.chess.com/analysis/game/live/3471381358,38,943,Peru,886,backdoor2,win,5 min
888,white,"Feb 18, 2019",https://www.chess.com/analysis/game/live/3471361953,40,936,Canada,891,Str8-Felon,win,5 min
889,black,"Feb 18, 2019",https://www.chess.com/analysis/game/live/3470734782,89,929,United States,941,Polobabiee,draw,5 min
890,black,"Feb 18, 2019",https://www.chess.com/analysis/game/live/3470675763,33,929,United States,961,memoryimplant,loss,5 min
891,black,"Feb 18, 2019",https://www.chess.com/analysis/game/live/3470583711,28,937,Spain,882,mos72,loss,5 min
892,black,"Feb 18, 2019",https://www.chess.com/analysis/game/live/3470560467,32,947,France,1050,bourikdegravelles,loss,5 min
893,white,"Feb 18, 2019",https://www.chess.com/analysis/game/live/3469602500,59,953,China,955,Cappellaio_Matto,draw,5 min
894,black,"Feb 18, 2019",https://www.chess.com/analysis/game/live/3469583039,20,953,India,885,nana1946,win,5 min
895,white,"Feb 18, 2019",https://www.chess.com/analysis/game/live/3469565252,33,946,India,892,nana1946,win,5 min
896,white,"Feb 18, 2019",https://www.chess.com/analysis/game/live/3469541899,40,939,United States,938,neylandmaxims,loss,5 min
897,white,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3468197953,26,947,Jordan,932,bilalahmmad,win,5 min
898,black,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3468189648,16,939,Egypt,907,Egyptianos,loss,5 min
899,white,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3468164808,47,948,Spain,1052,nicorol2,loss,5 min
900,white,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3468157633,18,954,Ireland,974,Devilbats87,win,5 min
901,black,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3467846324,24,945,United States,898,mic-check1212,win,5 min
902,black,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3467718827,54,938,United States,958,kdipankar1,draw,5 min
903,black,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3467673257,32,937,United States,923,zeit7,loss,5 min
904,white,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3467279394,53,946,United States,1026,chabeck,loss,5 min
905,black,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3467178976,8,952,Estonia,1011,t6nis_tuur,loss,5 min
906,black,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3467146149,32,959,Belgium,977,agentaurum,win,5 min
907,white,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3467094920,70,950,Azerbaijan,961,nadir1123,loss,5 min
908,black,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3467031569,44,958,Chile,1029,Levi_Assassin,win,5 min
909,white,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3467008233,32,948,France,951,antraygues,win,5 min
910,white,"Feb 17, 2019",https://www.chess.com/analysis/game/live/3466979658,42,940,Argentina,950,parquegazzano,win,5 min
911,white,"Feb 16, 2019",https://www.chess.com/analysis/game/live/3464589425,58,931,Italy,932,MegastarkePopsongs,loss,5 min
912,black,"Feb 16, 2019",https://www.chess.com/analysis/game/live/3464395363,25,939,Sweden,927,per6,win,5 min
913,black,"Feb 16, 2019",https://www.chess.com/analysis/game/live/3464292102,41,931,Peru,1034,dayanimai,loss,5 min
914,black,"Feb 15, 2019",https://www.chess.com/analysis/game/live/3462065490,38,937,International,944,Chaturanga_05,loss,5 min
915,white,"Feb 15, 2019",https://www.chess.com/analysis/game/live/3461731621,25,945,United States,913,Zac_Mate,loss,5 min
916,white,"Feb 15, 2019",https://www.chess.com/analysis/game/live/3461303417,50,954,Sweden,923,filipfolkesson,win,5 min
917,black,"Feb 14, 2019",https://www.chess.com/analysis/game/live/3459628234,24,946,United States,839,ZepFloyd,loss,5 min
918,white,"Feb 14, 2019",https://www.chess.com/analysis/game/live/3459624468,7,957,United Kingdom,952,SoulKey,loss,5 min
919,black,"Feb 14, 2019",https://www.chess.com/analysis/game/live/3458773078,49,965,Russia,983,fatum5,win,5 min
920,black,"Feb 14, 2019",https://www.chess.com/analysis/game/live/3458586858,57,956,Peru,880,taytacha,draw,5 min
921,white,"Feb 14, 2019",https://www.chess.com/analysis/game/live/3458581386,13,958,Czech Republic,1000,cernydavid,loss,5 min
922,white,"Feb 14, 2019",https://www.chess.com/analysis/game/live/3458547320,77,965,Israel,923,Johnser,win,5 min
923,black,"Feb 14, 2019",https://www.chess.com/analysis/game/live/3458528117,30,958,United States,1017,eoanumba,loss,5 min
924,black,"Feb 13, 2019",https://www.chess.com/analysis/game/live/3457890315,30,965,India,1013,jayram2106,loss,5 min
925,black,"Feb 13, 2019",https://www.chess.com/analysis/game/live/3457875637,60,972,United States,1043,BarrettSun,loss,5 min
926,white,"Feb 13, 2019",https://www.chess.com/analysis/game/live/3457857167,8,979,United States,862,kagood,win,5 min
927,white,"Feb 13, 2019",https://www.chess.com/analysis/game/live/3457508321,32,973,Spain,948,riflher,win,5 min
928,white,"Feb 13, 2019",https://www.chess.com/analysis/game/live/3457437898,15,965,United States,1113,akaminet,win,5 min
929,white,"Feb 13, 2019",https://www.chess.com/analysis/game/live/3457103070,24,953,Canada,1079,CaspianTabari,loss,5 min
930,black,"Feb 13, 2019",https://www.chess.com/analysis/game/live/3457094210,14,958,United States,971,ubunai,loss,5 min
931,black,"Feb 13, 2019",https://www.chess.com/analysis/game/live/3456282520,53,966,Argentina,948,Amil_Vlad,loss,5 min
932,black,"Feb 13, 2019",https://www.chess.com/analysis/game/live/3456270786,22,975,Hungary,992,loorenzo,win,5 min
933,white,"Feb 12, 2019",https://www.chess.com/analysis/game/live/3455186319,33,966,United States,1031,skrrrtskrrt,loss,5 min
934,black,"Feb 12, 2019",https://www.chess.com/analysis/game/live/3455167149,42,973,Canada,946,AtticusPlatypus,win,5 min
935,white,"Feb 12, 2019",https://www.chess.com/analysis/game/live/3455138582,18,965,United States,885,Abumahdy6232,win,5 min
936,black,"Feb 12, 2019",https://www.chess.com/analysis/game/live/3455122419,55,959,Canada,885,Hurggy,draw,5 min
937,white,"Feb 12, 2019",https://www.chess.com/analysis/game/live/3455081097,20,961,United States,957,Chess6190,loss,5 min
938,black,"Feb 12, 2019",https://www.chess.com/analysis/game/live/3455050094,47,969,United States,983,abi_bca,loss,5 min
939,black,"Feb 12, 2019",https://www.chess.com/analysis/game/live/3455026529,38,977,Guatemala,1004,Valdez34,win,5 min
940,white,"Feb 12, 2019",https://www.chess.com/analysis/game/live/3454981129,66,968,Canada,1096,DJRAMO,draw,5 min
941,white,"Feb 12, 2019",https://www.chess.com/analysis/game/live/3454962482,13,965,United States,946,sxixmz8,loss,5 min
942,white,"Feb 12, 2019",https://www.chess.com/analysis/game/live/3454119850,27,974,Peru,1011,Thomas246,loss,5 min
943,black,"Feb 12, 2019",https://www.chess.com/analysis/game/live/3453941691,48,982,United Kingdom,1018,zwen1,loss,5 min
944,black,"Feb 12, 2019",https://www.chess.com/analysis/game/live/3453358053,15,990,Russia,985,Gore89,loss,5 min
945,black,"Feb 11, 2019",https://www.chess.com/analysis/game/live/3452475408,46,999,United States,957,treefun,loss,5 min
946,white,"Feb 11, 2019",https://www.chess.com/analysis/game/live/3452439352,48,1008,Mexico,1028,estrategylearner16,loss,5 min
947,black,"Feb 11, 2019",https://www.chess.com/analysis/game/live/3452403640,32,1016,United States,1036,grazingcow,win,5 min
948,white,"Feb 11, 2019",https://www.chess.com/analysis/game/live/3452382211,37,1007,Armenia,1008,k0syan,win,5 min
949,black,"Feb 11, 2019",https://www.chess.com/analysis/game/live/3452321835,41,999,Indonesia,1050,librasyahputra,loss,5 min
950,black,"Feb 11, 2019",https://www.chess.com/analysis/game/live/3452305816,29,1006,United States,972,jnorthcutt,win,5 min
951,white,"Feb 11, 2019",https://www.chess.com/analysis/game/live/3452277712,39,998,United States,1069,chessguy0687,loss,5 min
952,black,"Feb 11, 2019",https://www.chess.com/analysis/game/live/3452258973,42,1005,United States,1072,sircarterthethird,win,5 min
953,white,"Feb 11, 2019",https://www.chess.com/analysis/game/live/3451238473,20,995,Turkey,963,anubis2759,win,5 min
954,white,"Feb 11, 2019",https://www.chess.com/analysis/game/live/3450886903,48,987,Serbia,1031,snezanazamurovic,draw,5 min
955,black,"Feb 10, 2019",https://www.chess.com/analysis/game/live/3449756130,43,986,United States,1023,Oaktree0717,loss,5 min
956,black,"Feb 10, 2019",https://www.chess.com/analysis/game/live/3449742434,30,994,Canada,980,DavidMVR,loss,5 min
957,white,"Feb 10, 2019",https://www.chess.com/analysis/game/live/3448211252,51,1003,Canada,1025,George9341,win,5 min
958,black,"Feb 10, 2019",https://www.chess.com/analysis/game/live/3448146469,40,994,Kazakhstan,1029,Qazaqstan01,loss,5 min
959,white,"Feb 9, 2019",https://www.chess.com/analysis/game/live/3446875020,39,1002,United States,1076,Manny_42,loss,5 min
960,black,"Feb 9, 2019",https://www.chess.com/analysis/game/live/3446864097,16,1009,Norway,912,TurboGunn,win,5 min
961,white,"Feb 9, 2019",https://www.chess.com/analysis/game/live/3445590848,8,1003,Norway,953,SkunkWorksFPV,win,5 min
962,black,"Feb 9, 2019",https://www.chess.com/analysis/game/live/3445417478,61,996,Egypt,1015,heshammmm,loss,5 min
963,white,"Feb 8, 2019",https://www.chess.com/analysis/game/live/3443121638,18,1004,Romania,1011,LordPhantomR,loss,5 min
964,white,"Feb 8, 2019",https://www.chess.com/analysis/game/live/3442411992,13,1012,United States,993,markagnetti,loss,5 min
965,white,"Feb 7, 2019",https://www.chess.com/analysis/game/live/3441610267,36,1021,United States,1056,BASIC-BISH,win,5 min
966,black,"Feb 7, 2019",https://www.chess.com/analysis/game/live/3441072075,32,1012,United Kingdom,1017,Meladeo,win,5 min
967,black,"Feb 7, 2019",https://www.chess.com/analysis/game/live/3440657391,45,1004,Netherlands,1000,Likkelino-jr,loss,5 min
968,white,"Feb 7, 2019",https://www.chess.com/analysis/game/live/3439941610,90,1013,Canada,1039,NormanFromme,win,5 min
969,black,"Feb 7, 2019",https://www.chess.com/analysis/game/live/3439718218,38,1004,Serbia,1007,shonessi,loss,5 min
970,black,"Feb 7, 2019",https://www.chess.com/analysis/game/live/3439710744,20,1012,Switzerland,1064,alohaimfeb,loss,5 min
971,black,"Feb 6, 2019",https://www.chess.com/analysis/game/live/3438953871,57,1019,United States,1088,gkova,loss,5 min
972,white,"Feb 6, 2019",https://www.chess.com/analysis/game/live/3438891598,40,1026,United States,1119,ncamano93,win,5 min
973,black,"Feb 6, 2019",https://www.chess.com/analysis/game/live/3438860294,50,1015,United States,1026,dmathura,loss,5 min
974,white,"Feb 6, 2019",https://www.chess.com/analysis/game/live/3437755570,47,1023,United States,1044,akaPawn,win,5 min
975,white,"Feb 6, 2019",https://www.chess.com/analysis/game/live/3437436411,36,1014,United States,1019,pshtlknight,win,5 min
976,white,"Feb 6, 2019",https://www.chess.com/analysis/game/live/3437114383,26,1006,Mexico,962,bolym,win,5 min
977,white,"Feb 6, 2019",https://www.chess.com/analysis/game/live/3437051294,56,999,Netherlands,965,Maxvdk24,loss,5 min
978,black,"Feb 5, 2019",https://www.chess.com/analysis/game/live/3436309980,19,1008,United States,1054,realmadrid2121,loss,5 min
979,black,"Feb 5, 2019",https://www.chess.com/analysis/game/live/3436185507,28,1015,United States,981,cjcali02,win,5 min
980,black,"Feb 5, 2019",https://www.chess.com/analysis/game/live/3436172725,10,1007,Algeria,1087,omarmalcom5464542,loss,5 min
981,white,"Feb 5, 2019",https://www.chess.com/analysis/game/live/3436135332,50,1014,United States,1032,gandeezi86,win,5 min
982,white,"Feb 5, 2019",https://www.chess.com/analysis/game/live/3436110569,53,1005,Antigua/Barbuda,968,Ambroix,loss,5 min
983,white,"Feb 5, 2019",https://www.chess.com/analysis/game/live/3436090467,44,1014,Thailand,1056,oilmerchant,loss,5 min
984,black,"Feb 5, 2019",https://www.chess.com/analysis/game/live/3436071128,35,1021,Saudi Arabia,965,ahmadalrashdan,win,5 min
985,black,"Feb 5, 2019",https://www.chess.com/analysis/game/live/3436051354,29,1014,United States,1000,Fishpaw94,win,5 min
986,black,"Feb 5, 2019",https://www.chess.com/analysis/game/live/3435376672,55,1006,Netherlands,1066,Fritsi,loss,5 min
987,white,"Feb 5, 2019",https://www.chess.com/analysis/game/live/3434716094,23,1013,Argentina,895,teddylucci,win,5 min
988,white,"Feb 4, 2019",https://www.chess.com/analysis/game/live/3433576079,18,1007,United States,985,Agentzeek22,loss,5 min
989,white,"Feb 4, 2019",https://www.chess.com/analysis/game/live/3433554524,61,1016,United States,1143,enriquelasansky,loss,5 min
990,black,"Feb 4, 2019",https://www.chess.com/analysis/game/live/3433425556,13,1021,India,1076,vijaykakde90,loss,5 min
991,black,"Feb 4, 2019",https://www.chess.com/analysis/game/live/3431858585,20,1028,Norway,1026,jfow,win,5 min
992,white,"Feb 4, 2019",https://www.chess.com/analysis/game/live/3431719541,49,1020,Norway,1125,StianSolemdal,loss,5 min
993,white,"Feb 3, 2019",https://www.chess.com/analysis/game/live/3429907778,35,1026,United Kingdom,926,UncleDwight,win,5 min
994,white,"Feb 3, 2019",https://www.chess.com/analysis/game/live/3429619910,17,1020,India,1018,ypdeshpande,win,5 min
995,black,"Feb 3, 2019",https://www.chess.com/analysis/game/live/3429367053,57,1012,United States,938,umsax,loss,5 min
996,black,"Feb 3, 2019",https://www.chess.com/analysis/game/live/3429272658,32,1022,France,920,matt97490,loss,5 min
997,black,"Feb 3, 2019",https://www.chess.com/analysis/game/live/3429222771,50,1033,Brazil,922,bufon0511,win,5 min
998,white,"Feb 3, 2019",https://www.chess.com/analysis/game/live/3429173272,44,1027,Bangladesh,1066,Aual_1234,loss,5 min
999,white,"Feb 3, 2019",https://www.chess.com/live/game/3429171779?username=eono619,4,1289,India,1129,LunaTuna25,win,1 min
1000,white,"Feb 2, 2019",https://www.chess.com/analysis/game/live/3428090931,46,1189,Croatia,1018,Icon87,win,1 min
1001,black,"Feb 2, 2019",https://www.chess.com/analysis/game/live/3428067229,58,1034,United States,1054,Smittycpa,win,5 min
1002,black,"Feb 2, 2019",https://www.chess.com/analysis/game/live/3427902707,36,1025,Canada,991,malaasar,win,5 min
1003,black,"Feb 2, 2019",https://www.chess.com/analysis/game/live/3427725161,47,1017,Spain,932,Brainko,win,5 min
1004,white,"Feb 2, 2019",https://www.chess.com/analysis/game/live/3427667556,35,1011,United States,975,ugobblepeen,win,5 min
1005,white,"Feb 2, 2019",https://www.chess.com/analysis/game/live/3427598488,43,1003,Portugal,960,joaoredondo,win,5 min
1006,black,"Feb 2, 2019",https://www.chess.com/analysis/game/live/3426112904,32,996,India,1109,thegame111,win,5 min
1007,black,"Feb 2, 2019",https://www.chess.com/analysis/game/live/3426065809,37,985,Sweden,971,deep_water,win,5 min
1008,white,"Feb 2, 2019",https://www.chess.com/analysis/game/live/3426037379,40,977,Australia,952,doppelganger777,loss,5 min
1009,black,"Feb 2, 2019",https://www.chess.com/analysis/game/live/3426006056,25,986,Germany,1122,VolkerRacho,loss,5 min
1010,white,"Feb 2, 2019",https://www.chess.com/analysis/game/live/3425998465,16,991,India,1026,nileshk286,loss,5 min
1011,white,"Feb 1, 2019",https://www.chess.com/analysis/game/live/3424431284,45,999,United States,1060,davesand77,loss,5 min
1012,white,"Jan 31, 2019",https://www.chess.com/analysis/game/live/3421440337,27,1006,Argentina,987,RomanSBrion,loss,5 min
1013,black,"Jan 31, 2019",https://www.chess.com/analysis/game/live/3420957434,51,1015,United States,1022,almi-new,win,5 min
1014,black,"Jan 31, 2019",https://www.chess.com/analysis/game/live/3420949359,21,1006,Turkey,992,ata88,loss,5 min
1015,white,"Jan 30, 2019",https://www.chess.com/analysis/game/live/3420217451,10,1015,Russia,928,starimage,win,5 min
1016,black,"Jan 30, 2019",https://www.chess.com/analysis/game/live/3420189986,74,1009,Canada,899,jamshad1343,win,5 min
1017,black,"Jan 30, 2019",https://www.chess.com/analysis/game/live/3420169540,29,1003,United States,975,Ky_let,loss,5 min
1018,black,"Jan 30, 2019",https://www.chess.com/analysis/game/live/3420039573,40,1012,France,987,Gazou83,loss,5 min
